,review,review_en
1371,是真滴苦，头皮发麻,"Is really dripping, scalp numbness"
1372,看上去真显档次 真是爱不释手啊 大气,Looks really significant grade really put it down atmosphere
1373,很好，没一个化的，就是包装纸破损了一点点,"Very good, not standardized, is that the wrapping paper is broken a little bit"
1374,没有传说中的说得好！反正差评！,"No legendary put it well! Anyway, bad review!"
1375,太硬了，好失望,"Too hard, so disappointed"
1376,儿子喜欢特别喜欢,My son loves to like it very much
1377,小孩子喜欢的,Children like it
1378,辣辣辣！吃一袋很爽。一袋里面四五条小鱼吧。味道很好的，休闲娱乐的好零食。也是下酒好菜！,"Hot and spicy! Eat a bag so cool. Four or five small fish in a bag. Good taste, good snack entertainment. It is also wine dishes!"
1379,送来盒子都打开了,The boxes are open
1380,满减划算，买过，酸甜酸甜的。,"Full deduction, bought, sweet and sour."
1381,狗粮一直信赖康多乐。支持在支持,Dog food has always trusted Condor. Support in support
1382,感觉应该还可以吧，还没开始用上。不知效果！,"Feel it should be OK, have not begun to spend. I do not know the effect!"
1383,好像有两罐封条开了 还是很好吃,It seems like two cans of seals are still delicious
1384,不满意，给差评，真心建议不要买,"Not satisfied, to poor review, really recommend not to buy"
1385,&hellip;&hellip;,&hellip;&hellip;
1386,闻着很香，不过狗狗挑食还是要拌肉才吃。，日期新鲜。,"Smells good, but picky eaters or dogs to eat meat. , The date is fresh."
1387,爱吃，量小了点，促销拍了好袋，能吃一阵子，下次还有优惠回再来。,"Love to eat, a small amount of points, the sale made a good bag, can eat for a while, next time there are concessions back."
1388,买了八个，好多坏掉的，打开里面都黑掉了&hellip;&hellip;,"Bought eight, a lot of broken, open inside are out of black & hellip; & hellip;"
1389,很好有活動比較便宜貓咪都蠻喜歡吃,Well there are activities cheaper Cats are quite like to eat
1390,还可以 朋友推荐的 直接就买了 也没细看 睡着还算舒服 不错不错了 好,You can also recommend a friend to buy directly did not look fine asleep fairly comfortable good good
1391,1,1
1392,可以吃，不错,"Can eat, not bad"
1393,送给哥哥的，他说没有融化，粉色的好吃些 。,"To my brother, he said there is no melting, pink, delicious."
1394,里面都是小包，一包十个，过度包装,"Inside are packets, a pack of ten, over-packaging"
1395,生产日期20161207。,Production date 20161207.
1396,东西小狗?不爱吃,Something puppy? Do not eat
1397,有得猫咪不爱吃。,Have cats do not like to eat.
1398,还行，不错的零食,"Ok, good snack"
1399,挺不错的 挺不错的 挺不错的,Pretty good pretty good
1400,挺好的宝宝喜欢,Very good baby like it
1401,满意很好吃非常喜欢,Very satisfied with the food very much
1402,味道还不错，可惜肉和扇贝完全是分开的。实话实说，蒸完了没有吃新鲜的那个味道。估计也就这一回了，以后还是去吃烤海鲜了,"Taste is not bad, but meat and scallops are completely separate. To be honest, steamed finished taste did not eat fresh. It is estimated that this time back, or after eating roasted seafood"
1403,味道很香，猫咪爱吃,"Taste sweet, cats love to eat"
1404,价格便宜，肉粒像火腿肠,"Cheap, meat like ham"
1405,买给宝宝吃的，特别新鲜，而且比实体店便宜,"Buy for the baby to eat, especially fresh, but cheaper than the store"
1406,已吃两个，个人不喜棉花糖的,"Have to eat two, personally do not like cotton candy"
1407,比想象中的&hellip;&hellip;,Than imagined & hellip; & hellip;
1408,看页面上介绍的是有棉花糖，酥糖，口嚼糖，种类挺多的，结果到货打开发现，全是硬糖，而且生姜糖的数量不少，与页面显示差别很大，而且快递也不给力，从下单到收到货整整一个星期！我一向给好评的，但是这次只能给中评,"To see the page is a description of a cotton candy, crisp candy, chewing sugar, the type quite Ting, the arrival of the arrival of the opening found that all hard candy, and a large number of ginger candy, and the page shows a very different, and courier Not to force, from the order to receive a full week! I have always given praise, but this time only to the assessment"
1409,很好吃的巧克力，入口即化，甜度正好。小熊的造型很是可爱，让人不忍下口。商家很是用心，外边是保温箱，内里是保温袋，袋里还有冰袋，良心商家。以后还会购买。,"Very delicious chocolate, the entrance that is, sweetness just right. Bear shape is very cute, people can not bear to resent. Business is very hard, outside the incubator, which is the insulation bag, the bag there are ice packs, conscience business. Will buy later."
1410,还未使用，不知道效果,"Not used, do not know the effect"
1411,我家宝宝最爱吃............,My favorite baby eat ............
1412,狗狗很喜欢吃，很新鲜，特价买的很划算，下次再来。,"Dogs like to eat very fresh, special to buy a good deal, come back next time."
1413,太划算了，第一次在京东买零食，端午节员工的福利，员工都很喜欢，不过我当时买85怎么现在80呢，又降了，好实惠呀！,"Too cost-effective, the first time to buy snacks in the Jingdong, Dragon Boat Festival employee benefits, employees are very fond of, but I bought 85 how 80 now, and dropped, so affordable it!"
1414,商品还行，快递公司差评差评差评差评差评差评差评,"Goods are OK, the courier company bad rating bad rating bad rating bad rating bad rating bad rating"
1415,价格便宜 味道还行,Cheap taste okay
1416,一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，选的也好是辛苦啊?在强哥这里买不到其他的，只有你想不到没有买不到? 上午下单，下午到家速度啊！看着还行 货品不错，装了实用。质量可以。是值得购买 不错不错不错！！！！！！很干净，质感也不错，价位适中。 不错 物流一天就到了 整体感觉很不错，收到就用了，挺喜欢的，这个用的好，还要买多几个。 物美价廉，用着看看吧，免去市场购物之劳 ，推荐答案 我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。非常喜欢，质量很好，卖家热情，物流给力，非常愉快的一次购物，好评！,"Always trust Jingdong. Good quality, fast delivery, good service! Too beautiful, the atmosphere, high grade, super like. Shopping for more than three, the election is also hard ah? Strong brother can not buy here, and only you can not think you can not buy? Morning orders, afternoon home speed ah! Looking at the good goods is also good, loaded with practical. Quality can be Is worth buying not bad not bad! ! ! ! ! ! Very clean, the texture is not bad, the price is moderate. Good logistics to the overall feeling of the day is very good, received it used, quite like, this is good, but also buy more. Cheap, take a look at it, eliminating the need for market shopping, I recommend why I like to buy things in Jingdong, because today can buy tomorrow to buy. Why do I evaluate the same for each product, because too many things to buy in Jingdong, resulting in the accumulation of a lot of non-evaluation of the order, so I use the paragraph as a unified assessment content. Very like, good quality, seller enthusiasm, logistics force, a very happy shopping, praise!"
