,review,review_en
8310,"本想过年再换新机,结果 华为 P7 摔得连金属边框都掉了！囧！那只得淘新机了！结果一轮刷下来却是 畅玩 6X 入围 优点：5.5英寸1920*1080分辨率的屏如今没&ldquo;时尚感&rdquo;与&ldquo;规格高大上&rdquo;，却正合手且实用（现在网上1080P片源都封掉不少，更别提&ldquo;2K画质&rdquo;！）；Hisilicon Kirin 655 配合 4G RAM 边挂微博/微信，边打手游或看片都流畅；各类信号都蛮稳定；机身工艺与手感都不错。缺点：IPS色彩不如 P7 艳；后置镜头成像有些愧对其广告宣传（同环境同物同设定，真心不如&quot;单镜头&amp;高了一百万像素&rdquo;的 畅玩 5X）。","The New Year would like to replace the new machine, the result fell Huawei P7 even fell on the metal frame! Oops! That only got a new machine! The results of a brush down is smooth play 6X short-listed Advantages: 5.5-inch 1920 * 1080 resolution screen Now no ""fashion sense"" and ""high specification"", but it is the same hand and practical (now online 1080P chip Source are sealed a lot, not to mention ""2K quality""; Hisilicon Kirin 655 with 4G RAM side hanging microblogging / WeChat, while playing mobile games or watching movies are smooth; all kinds of signals are quite stable; fuselage Process and feel good. Disadvantages: IPS color than P7 Yan; rear lens imaging somewhat unworthy of its advertising (with the same environment with the same set, really better ""single-lens and high megapixels"" smooth play 5X)."
8311,搞活动买的，价钱很划算。送来也很快包装也很好，快递员态度也很好。,"Engage in activities to buy, the price is very good. Also sent very quickly package is also very good, courier attitude is also very good."
8312,味道不错，挺好吃的，拿了第一笔工资，买给家里人的。,"Taste good, very tasty, took the first salary, buy the family."
8313,不错，都吃完了快，不过就是量少了点儿感觉。,"Yes, all finished fast, but that is a bit less feeling."
8314,质量不错，味道也适合，可以！,"Good quality, taste is also suitable, you can!"
8315,孩子非常喜欢！,Children really like it!
8316,商品是双十二晚上十一点时下单买的十三号晚上就送到了，京东物流一字（快）☜赞一个，用了几天才上来评价，首先机器的外观真的很漂亮让我有点爱不释手那种感觉，指纹解锁也扞扞的秒开，至于有很多人评论说荣耀9拍照不怎么样，我觉得还好啦！这只是一部手机而已它又不是专业照的相机，真要达到单反的效果吗？那只能去买部单反相机了，对不？☺反正我个人是觉得够用了，晚上拍出来的效果也不错啊！还有评论说机器很容易发热买时真的有点担心，但收到机器后用过这几天我是没有发现机器发热的，但我不玩游戏的也许玩游戏会发热吧！就不太清楚了，但我用导航比较多几乎是用一天的都还好没见它发热厉害，但电量真心不够用掉电快，如果是待机和接听电话玩微信浏览网页这些一天下来还是足够用的，内存占用比较多啊！这点不满意，4G的运存给占了一半多，还有我比较喜欢机器那个智能语音唤醒很好玩，呵呵&hellip;&hellip;其它的就不一一点评多写了，有些功能还没有发现有待慢慢了解哦！总之我个人是比较喜欢这部机器吧,"Commodity is a twelfth night at 11 o'clock when the next single to buy on the 13th was delivered, Jingdong logistics word (fast) ☜ like a few days to come up with the evaluation, first of all the appearance of the machine really beautiful let me A little put it down that feeling, fingerprint unlock also defend the second, as many people commented that glory 9 camera is not good, I think it's okay! This is just a cell phone but it is not a professional camera, really want to achieve the effect of SLR it? That can only buy a DSLR camera, right? ☺ Anyway, I personally feel that enough, at night the effect is not bad! There are comments that the machine is very easy to buy a fever really worried, but after receiving the machine used these days I did not find the machine fever, but I do not play the game may play the game will heat it! It is not clear, but I use the navigation is almost a day are not good Fortunately, did not see it powerful, but the power is really not enough to run out of electricity, if it is standby and take the phone to play WeChat browse the web These days is still enough Used, more memory usage ah! This is not satisfied, 4G shipped accounted for more than half, and I prefer the machine that intelligent voice wake up is fun, ha ha & # 183; do not comment on the other write more, and some features have not yet been found Learn slowly! In short, I personally prefer this machine"
8317,到手时盒子边角有点变形，感觉应该不会影响手机。打开果然是高大上的手机，很惊艳，手感一流，不枉我等了小半年。但昨晚睡前11点还有63%的电，早晨起来变成19%，充满电之后再试了下，续航还不如我的红米note3，最快时待机几分钟掉一格电。果断退货，明天来取件。三分是给情怀，我多年一直支持的小米,"Hand corner box a little deformation, the feeling should not affect the phone. Open really tall cell phone, it is amazing, first-class feel, worthwhile, waiting for me for a small half a year. But last night before going to bed at 11 o'clock there are 63% of the electricity up to 19% in the morning, full of electricity and then tried again, life is not as good as my red rice note3, the fastest standby a few minutes off a cell. Decisive returns tomorrow to pick up. One-third is to feelings, millet I have been supporting for many years"
8318,吃起来脆脆滴，奶油味，家里的大小朋友都喜欢吃。都吃了好几箱了。,"Crunchy to eat drops, cream flavor, the size of the family like to eat friends. Have eaten a few boxes."
8319,总体挺好的，宝宝爱吃,"Overall good, baby love to eat"
8320,那个薄荷味的好吃，紫罗兰也不错但是我感觉还是薄荷的好吃，清凉,"That mint taste delicious, violet is not bad, but I still feel mint delicious, cool"
8321,还行！不错很喜欢,Okay! Nice to like
8322,收到了，不错。就是物流太慢了,"Received, not bad. Logistics is too slow"
8323,包装不错，还有存粮所以还没开，狗狗不知道喜不喜欢,"Good packaging, there is still no grain storage, the dog does not know like or do not like"
8324,发货太慢了，这种容易融化的巧克力，在路上呆了五天，放了冰块也到了半融化状态了,"Delivery is too slow, this easy to melt chocolate, spent five days on the road, put the ice also to semi-melting state"
8325,不怎么样，你们的快递服务太差了。,"Not very good, your courier service too bad."
8326,产品质量不错，快递速度点赞，但还是给三星，因为&hellip;这个平台的产品价格不稳定，虽然有时产品有半价活动，但是搞完半价以后得价格都比正常售价的贵&hellip;有图&hellip;只是这个该平台后台审核保护竟不显示图片&hellip;好吧，我就不辞辛苦打字出来，举例说明一两样商品&hellip;芝麻官的罐头，四瓶原价四十八，满九十九减五十，减完每瓶六元，但是每瓶单独卖只有五块多，不管是什么果肉的罐头正常售价都是五块多，&hellip;恶心吧？好时巧克力一块七十克的，超市正常售价六块九，此平台卖十二，满三件打七折，打完折还八块四&hellip;价格欺诈，没有监管这些平台的机构？所以他们可以乱定价？不管能不能上图，我都坚持&hellip;,"Good product quality, courier speed point like, but still to Samsung, because the platform of the product price is not stable, although the product sometimes half-price activity, but the price after the completion of the half-price than the normal price of expensive just the background of the platform audit protection actually did not show pictures Well, I hard to type out, for example, a sample of two kinds of goods canned food, four bottles of original forty-eight, ninety-nine minus fifty, minus End per bottle six yuan, but each bottle sold only five more, no matter what the normal price of canned flesh is more than five, nausea? Hershey chocolates a seventy grams, the normal price of the supermarket six six, the platform to sell twelve, three full 30% off, knocked off eight four price fraud, there is no regulatory body of these platforms? So they can be arbitrary pricing? Regardless of whether the picture above, I insist on & hellip;"
